path_length,expanded_nodes_num
49.94112549695427,141
50.04163056034259,274
45.970562748477136,220
56.76955262170045,149
31.041630560342625,67
41.8700576850888,182
83.49747468305827,711
53.52691193458117,371
57.01219330881974,346
78.66904755831209,346
55.355339059327356,278
68.254833995939,385
81.81118318204302,280
45.11269837220809,253
33.213203435596434,74
47.94112549695427,119
39.112698372208094,86
51.526911934581165,322
82.32590180780447,592
76.84062043356592,349
66.01219330881973,474
60.526911934581165,172
40.8700576850888,109
53.01219330881973,144
45.79898987322333,187
65.18376618407355,492
45.04163056034261,146
80.91168824543136,808
68.42640687119281,319
66.8406204335659,587
50.87005768508879,166
46.870057685088796,163
69.254833995939,609
54.526911934581165,371
66.6690475583121,207
57.21320343559641,319
64.42640687119282,265
31.213203435596434,79
68.25483399593901,400
39.62741699796952,195
51.941125496954264,279
44.14213562373095,146
62.597979746446626,606
69.59797974644663,555
44.4558441227157,106
63.35533905932735,436
65.18376618407352,427
53.112698372208065,226
50.55634918610403,240
69.0832611206852,388
81.98275605729684,496
94.0538238691623,604
63.8406204335659,502
68.25483399593901,229
69.45584412271569,317
38.8700576850888,91
38.698484809834994,71
56.76955262170044,393
64.42640687119281,221
52.79898987322333,177
61.18376618407354,378
56.59797974644664,203
56.38477631085023,264
73.6690475583121,653
108.71067811865467,1001
57.526911934581165,256
62.35533905932735,292
74.01219330881972,744
79.32590180780447,459
59.11269837220808,182
80.15432893255064,583
43.62741699796951,133
84.56854249492373,545
52.840620433565924,112
79.0832611206852,290
53.455844122715696,278
61.84062043356592,284
61.0416305603426,495
46.28427124746189,230
44.21320343559642,188
68.0832611206852,1016
73.254833995939,350
54.01219330881973,192
15.899494936611667,17
94.22539674441612,807
63.87005768508878,445
48.52691193458118,217
45.94112549695427,259
41.284271247461895,70
25.384776310850242,47
107.81118318204301,902
64.84062043356592,218
48.79898987322331,299
84.56854249492375,455
61.42640687119282,223
43.89949493661166,105
64.11269837220807,390
76.8406204335659,325
109.2253967444161,586
47.62741699796951,230
68.35533905932735,302
51.52691193458118,217
69.0416305603426,409
89.81118318204302,370
88.98275605729684,1319
69.91168824543138,417
40.2842712474619,93
91.98275605729683,826
67.94112549695424,402
62.18376618407354,287
59.18376618407354,260
49.769552621700456,223
67.42640687119282,366
113.61017305526632,1149
46.727922061357845,195
64.59797974644664,335
54.11269837220808,494
136.0954544295049,476
42.72792206135786,157
61.6274169979695,325
55.426406871192825,239
76.32590180780447,717
87.91168824543135,391
48.69848480983499,233
73.254833995939,492
56.79898987322332,221
60.840620433565924,381
66.59797974644663,360
57.18376618407355,356
60.426406871192825,300
60.01219330881973,338
71.25483399593901,527
54.21320343559641,308
42.04163056034261,110
39.384776310850235,194
54.526911934581165,283
102.12489168102776,622
29.213203435596434,53
81.39696961966993,348
81.98275605729684,1027
53.94112549695426,283
69.6690475583121,276
57.76955262170045,315
38.62741699796952,131
77.56854249492375,630
53.69848480983498,227
56.94112549695426,191
71.66904755831209,435
82.91168824543136,605
69.0832611206852,273
43.94112549695428,172
84.98275605729683,551
76.91168824543138,475
54.18376618407355,164
45.62741699796951,418
64.76955262170044,368
69.42640687119281,372
81.08326112068518,835
50.526911934581165,210
36.04163056034262,145
67.18376618407355,445
50.384776310850235,229
64.18376618407353,572
20.142135623730955,32
53.14213562373094,165
84.08326112068518,460
77.49747468305829,301
43.11269837220809,123
23.970562748477146,61
82.32590180780446,752
83.32590180780446,616
15.899494936611669,25
144.50966799187808,1041
29.970562748477146,91
92.3969696196699,763
111.95331880577395,1266
54.59797974644664,224
30.213203435596434,60
59.45584412271569,336
63.083261120685194,275
67.4974746830583,153
80.91168824543138,833
63.18376618407354,380
81.74011537017756,353
57.14213562373094,251
100.63961030678921,387
64.84062043356592,366
20.72792206135786,27
40.04163056034261,235
123.26702730475868,389
27.798989873223338,57
62.254833995939,337
52.79898987322331,183
59.183766184073534,287
47.59797974644665,101
69.84062043356592,585
17.142135623730955,20
41.04163056034261,177
51.94112549695427,371
56.52691193458117,346
64.76955262170046,513
49.11269837220809,228
34.55634918610404,113
25.55634918610405,33
79.49747468305827,534
70.18376618407352,622
55.52691193458116,333
168.06601717798225,1262
67.01219330881972,436
57.59797974644664,220
61.87005768508878,404
71.35533905932735,464
27.213203435596434,50
55.59797974644664,189
75.42640687119281,562
49.526911934581165,369
71.6690475583121,455
69.6690475583121,251
84.63961030678921,383
73.49747468305829,558
53.627416997969505,294
80.91168824543138,309
56.769552621700456,148
52.94112549695425,220
85.56854249492373,430
44.4558441227157,182
63.012193308819725,495
